,headline,source,topic,Y,Yhat (GPT4o),confidence
1727,What Day Is It? This Is Your Brain on Quarantine,webmd.com,covid,real,real,0.85
1728,A Facebook status from 2012 talked about the spread of coronavirus in 2020.,Facebook,covid,misinfo,misinfo,0.9
1729,The coronavirus is the biggest lie in human history.,Facebook,covid,misinfo,misinfo,0.85
1730,Oklahoma Gov. Sitt Tests Positive for COVID-19,webmd.com,covid,real,misinfo,0.2
1731,"Dr. Li-Meng Yan claims that ""This virus, COVID-19 SARS-CoV-2 virus, actually is not from nature. It is a man-made virus created in the lab.""",Facebook,covid,misinfo,misinfo,0.7
1732,Vitamin C with zinc prevent and treat the coronavirus infection.,"Facebook, WhatsApp",covid,misinfo,misinfo,0.8
1733,BEST OF THE WEB: Computer modelling for Covid-19 was FATALLY flawed. And climate change models are EVEN WORSE,sottnet,climate,misinfo,misinfo,0.7
1734,"After the closure of schools in France, President Emmanuel Macron announced classes next summer to catch up.",Twitter,covid,misinfo,real,0.8
1735,Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation's board of directors for 20 years.,Facebook,covid,misinfo,misinfo,0.9
1736,"Eco-fascist Greta Thunberg appears to call for the execution of national leaders who resist climate change agenda, then apologizes after huge backlash",naturalnews,climate,misinfo,misinfo,0.85
1737,Schumer If We Did More on Climate Change Wed Have Fewer of These Hurricanes,cnsnews,climate,misinfo,real,0.85
1738,Sen. Chris Murphy: 'Global Warming Is an Existential Threat to the Planet',cnsnews,climate,misinfo,real,0.9
1739,Teacher With COVID-19 Likely Infected Students,webmd.com,covid,real,real,0.9
1740,Trump on Climate Change No Question Theres Something There - Manmade or Not,cnsnews,climate,misinfo,real,0.8
1741,Sri Lankan President donates 7 months' salary for a COVID-19 fund.,Facebook,covid,misinfo,real,0.85
1742,The vaccine is not the final solution against the novel coronavirus.,Facebook and YouTube,covid,misinfo,real,0.9
1743,Health Equity Considerations and Racial and Ethnic Minority Groups,cdc.gov,covid,real,real,0.9
1744,What We Know About COVID-19 and Kids,webmd.com,covid,real,real,0.9
1745,"As Amazon's carbon emissions surge, it pledges $2 billion to fight climate change",cbsnews,climate,real,real,0.85
1746,Nuclear power finds odd bedfellow in 2020 Dems as voters look for climate change solutions,usatoday,climate,real,real,0.8
1747,"The statements of the immunologist Roxana Bruno, a member of the group ""Argentine Epidemiologists""",Social media,covid,misinfo,real,0.8
1748,Trending Clinical Topic: Pandemic,webmd.com,covid,real,real,0.9
1749,Red Sea corals' heat tolerance offers hope for climate crisis,theguardianuk,climate,real,real,0.85
1750,This is perhaps Trump's most cynical comment about the environment yet,washingtonpost,climate,real,real,0.85
1751,"In Midst Of An Oil Boom, New Mexico Sets Bold New Climate Goals",npr,climate,real,real,0.85
1752,"The left's belated, and bittersweet, victory on climate change",aljazeera,climate,misinfo,real,0.8
1753,General election 2019: Greens call for 100bn a year for climate action,bbcuk,climate,real,real,0.9
1754,Corporations told to draw up climate rules or have them imposed,theguardianuk,climate,real,real,0.9
1755,Climate Migrants May Number 143 Million by 2050,thedailybeast,climate,real,real,0.9
1756,Some Teens Experiencing Lower Levels of Anxiety with Remote Schooling,healthline.com,covid,real,real,0.85
1757,"Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites",thedenverpost,climate,real,real,0.9
1758,The Conservative Party has a new direction on climate. Will it work?,nationalobserver,climate,real,real,0.85
1759,Claims of cannibalism in China: People are cutting a baby in order to eat it.,Instagram,covid,misinfo,misinfo,0.9
1760,COP25 Climate Summit: What was at stake at the Madrid talks?,aljazeera,climate,real,real,0.9
1761,Arriving for state visit Emmanuel Macron highlights differences on climate trade and Iran,usatoday,climate,real,real,0.9
1762,Fact check: is PPE causing an environmental pandemic?,theweekuk,climate,real,real,0.85
1763,COVID-19: Employers Cut Doc Pay and Bonuses: What's Your Recourse?,webmd.com,covid,real,real,0.85
1764,Mental health effects of COVID-19 revealed in new study,medicalnewstoday.com,covid,real,real,0.9
1765,Indonesia's Covid Stimulus Plan Is Criticized by Environmentalists and Unions,thenewyorktimes,climate,real,real,0.9
1766,The 6 things you most need to know about Trumps new climate plan,vox,climate,real,real,0.8
1767,"""Coronavirus was created in Wuhan lab and released intentionally.""",Social media,covid,misinfo,misinfo,0.8
1768,Climate change report UN finds huge risk of extreme heat drought floods and poverty if global war,eveningstandard,climate,real,misinfo,0.7
1769,FDA Approved Drugs Show Promise Against COVID-19,webmd.com,covid,real,real,0.8
1770,COVID-19 Vaccine Likely Won't Be Mandatory,webmd.com,covid,real,real,0.9
1771,U.S. Infections Likely 10 Times Higher,webmd.com,covid,real,real,0.8
1772,"Trump news: President rejects climate change, saying 'I don't think science knows, actually'",theindependent,climate,misinfo,real,0.9
1773,Bombay High Court is extending Maharashtra's lockdown to April 31.,WhatsApp,covid,misinfo,misinfo,0.9
1774,Defiant Crowds Prompt Miami Beach Park Closure,webmd.com,covid,real,real,0.9
1775,India's main opposition party (Congress) general secretary Priyanka Gandhi arranged 1000 buses to take home the migrants stuck in the state of Uttar Pradesh.,Facebook & Twitter,covid,misinfo,real,0.9
1776,Experts Sort Fact From Fiction on COVID-19 Myths,webmd.com,covid,real,real,0.9
1777,The WHO celebrates a Chinese cure for COVID-19 which was used in Wuhan.,Facebook,covid,misinfo,misinfo,0.8
1778,"Antibody Test Developed for COVID-19 That Is Sensitive, Specific and Scalable",sciencedaily.com,covid,real,real,0.9
1779,How 18 Democratic Candidates Responded to a Climate Policy Survey,thenewyorktimes,climate,real,real,0.9
1780,The US Centers for Disease Control and Prevention (CDC) contradicted itself by advising people to wear cloth masks against the novel coronavirus while also saying masks do not stop smoke inhalation during a wildfire.,Social media,covid,misinfo,misinfo,0.7
1781,Storm Dennis: 'Bleak irony' as youth climate change conference cancelled due to extreme weather,theindependent,climate,misinfo,real,0.9
1782,"Adelio Bispo de Oliveira, a man who stabbed Bolsonaro back in 2018, has contracted COVID-19 while in jail.",Facebook,covid,misinfo,real,0.9
1783,In 6 New Studies Scientists Agree Clouds Play A 'Central Role' In Regulating The Earth's Climate,climatedepot,climate,misinfo,real,0.9
1784,'Supergrid' and nukes: Ins and outs of Democrats' climate plan,rollcall,climate,real,real,0.9
1785,Carbon tax boosters see viral opportunity: How the virus could help promote carbon taxes  See nervana in 'climate policies that are designed to raise tax revenue',climatedepot,climate,misinfo,misinfo,0.7
1786,COVID-19: Is Primary Care Ready to Switch to Telemedicine?,webmd.com,covid,real,real,0.9
1787,Dozens of climate protesters storm McConnell's office over Green New Deal,thehill,climate,real,real,0.85
1788,The pandemic didn't solve climate change. This week's disasters are proof,cnn,climate,misinfo,real,0.9
1789,Ginger Vapor with Coca-Cola cure COVID-19,Facebook,covid,misinfo,misinfo,0.9
1790,EARLY RELEASE: Transmission of SARS-COV-2 Infections in Households - Tennessee and Wisconsin,cdc.gov,covid,real,real,0.9
1791,"""You've Stolen My Childhood""  16-Year-Old Girl Throws Tearful Climate Tantrum At UN",prisonplanet,climate,misinfo,misinfo,0.7
1792,How to solve climate change and make life more awesome,vox,climate,real,misinfo,0.3
1793,"Climate crisis: Extreme weather means UK faces worst wheat yields in 40 years, farmers' union says",theindependent,climate,misinfo,real,0.9
1794,Bill Nye Slams Trump's Climate Failures: 'The U.S. Has Become A Pariah',thehuffingtonpost,climate,real,real,0.85
1795,"A picture allegedly showing Barack Obama, Anthony Fauci and Melinda Gates visiting a Wuhan laboratory, in 2015.",Facebook,covid,misinfo,misinfo,0.85
1796,In Sickness and in Health: COVID-Era Weddings,webmd.com,covid,real,real,0.9
1797,Apple cashes in on climate change: Firm claims people need iPhones and the iWatch to survive coming natural disasters,prisonplanet,climate,misinfo,misinfo,0.7
1798,What to Know About Potential COVID-19 Treatment Remdesivir,healthline.com,covid,real,real,0.9
1799,"Covid lessons should be used to tackle inequality, climate change says President",theirishtimes,climate,real,real,0.85
1800,Wildfires and climate change are taking California to the brink  is it a taste of a world to come?,thetelegraph,climate,real,real,0.9
1801,"""Same little boy died of COVID-19 in three different countries. Still don't believe the media is #fakenews?""",Facebook posts,covid,misinfo,misinfo,0.9
1802,ETA: 2020 is the most active hurricane season on record. What does the climate crisis have to do with it?,theindependent,climate,misinfo,real,0.9
1803,Is OK Good Enough for an Incumbent in the Face of the Climate Crisis?,theintercept,climate,real,real,0.85
1804,"Teen Climate Change Activist Sails from England to NYC for Summit Sans Toilet, Shower",breitbart,climate,misinfo,real,0.9
1805,An Argentinian doctor discovered a vaccine for coronavirus in Spain,Facebook,covid,misinfo,misinfo,0.8
1806,"Some statements by the American political scientist and activist Susan George in which she says that ""Spaniards are laboratory rats: let's see how much punishment they tolerate without rebelling."" The phrase is shared related to the current coronavirus pandemic.",Twitter,covid,misinfo,misinfo,0.7
1807,Restarting Professional Sports Is Putting Players at Risk and Sending the Wrong Message to the Public,healthline.com,covid,real,real,0.85
1808,PCR Tests cannot show the novel coronavirus.,FB,covid,misinfo,misinfo,0.9
1809,'It's a sea change': How climate went from the back burner to a central issue in this year's debates,washingtonpost,climate,real,real,0.9
1810,Climate change: We challenged three people to transform their daily habits,bbcuk,climate,real,real,0.9
1811,"Environmentalists Destroyed California's Forests: 'Environmentalists have gone to the extreme to prevent controlled burns, and as a result we have this catastrophe today'",climatedepot,climate,misinfo,misinfo,0.7
1812,Ruth Bader Ginsburg Dies from Pancreatic Cancer,webmd.com,covid,real,real,0.9
1813,This bottle of disinfectant gel proves that the coronavirus existed before 2019.,Facebook,covid,misinfo,misinfo,0.9
1814,Coronavirus is caused by 5G.,Facebook,covid,misinfo,misinfo,0.95
1815,"China seeks approval from the court to kill over 20,000 coronavirus patients.",Website,covid,misinfo,misinfo,0.95
1816,Speaking of the environment': Joe Biden forced to swat bug in middle of climate change speech,theindependent,climate,misinfo,real,0.9
1817,Democrats pass House bill to try to block Trump from exiting Paris climate deal,usatoday,climate,real,real,0.9
1818,Lawmakers Just Stripped Anti-Environment Riders from the Defense Bill,motherjones,climate,real,real,0.85
1819,Donald Trump says climate change not hoax but takes aim at political agenda of scientists,thetelegraph,climate,real,real,0.8
1820,Using My Music To Change My Environment Away From Gangs,thehuffingtonpostuk,climate,real,real,0.85
1821,"The severity of the COVID-19 Case in Surabaya, Indonesia is caused by a ""global elite conspiracy"".",Facebook,covid,misinfo,misinfo,0.9
1822,The European Union lifted economic sanctions on Syria.,facebook and twitter,covid,misinfo,misinfo,0.7
1823,How express delivery makes your Christmas shopping an environmental problem,theindependent,climate,real,real,0.85
1824,David Attenborough says saving the planet 'is within reach' on World Environment Day,theindependent,climate,misinfo,real,0.9
1825,Trump Touts Unproven Therapy as COVID 'Cure',webmd.com,covid,real,real,0.9
1826,Climate change to cause global beer shortage research shows,theindependent,climate,real,real,0.9
1827,Restart Guidelines for TV and Film in Georgia,webmd.com,covid,real,real,0.9
1828,Climate change language allowed in Idaho science curriculum despite House Education Committee voting to remove it,naturalnews,climate,misinfo,real,0.9
1829,Children May Be Silent Carriers of COVID-19,healthline.com,covid,real,real,0.9
1830,An Indian news channel claimed that coronavirus pandemic would affect 1.6 billion laborers in India.,Facebook,covid,misinfo,misinfo,0.8
1831,Tips for creating a good learning environment at home as another online school year looms,theseattletimes,climate,real,real,0.9
1832,The note on disposable mask boxes that they do not provide protection against viruses is proof that their use during the pandemic is useless.,Facebook,covid,misinfo,misinfo,0.85
1833,"Alberto Fernndez (president of Argentina) said: ""With Macri we would have had 10,000 deaths from coronavirus""",Facebook,covid,misinfo,real,0.9
1834,"With Climate Science on the March, an Isolated Trump Hunkers Down",thenewyorktimes,climate,real,real,0.85
1835,The Drilldown Ottawa raises carbon tax subsidy for industrial emitters,ipolitics,climate,real,real,0.7
