,phrase,Y,Yhat (GPT4o),confidence
2808,gets an exhilarating new interpretation in Morvern Callar .,0.76389,0.8,0.7999999999999999
2809,is playful but highly studied and dependent for its success on a patient viewer .,0.79167,0.5,0.8
2810,"Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .",0.11111,0.2,0.8
2811,"Charles ' entertaining film chronicles Seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic Adams ' attempts to get his shot at the big time .",0.68056,0.7,0.7999999999999999
2812,slow-moving police-procedural thriller,0.40278,0.3,0.8
2813,interstitial,0.5,0.5,0.8
2814,Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...,0.66667,0.3,0.8
2815,at the heart of Italian for Beginners,0.55556,0.5,0.8
2816,with the breathtaking landscapes and villainous varmints,0.66667,0.5,0.8
2817,more a cinematic collage,0.38889,0.4499999999999999,0.7
2818,being able to creep the living hell out of you,0.625,0.2,0.8
2819,Hollywood Story,0.58333,0.5,0.8
2820,is in the right place ...,0.56944,0.7,0.7999999999999999
2821,well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .,0.36111,0.3,0.8
2822,the end an honorable,0.66667,0.5,0.8
2823,own brilliance,0.68056,0.7,0.7999999999999999
2824,We Were Soldiers,0.61111,0.5,0.8
2825,Whaley,0.59722,0.5,0.8
2826,curiously tepid and choppy recycling,0.25,0.3,0.8
2827,equal amounts of beautiful movement and inside information .,0.66667,0.7,0.7999999999999999
2828,an appealing couple,0.75,0.8,0.7999999999999999
2829,like it in the most ordinary and obvious fashion .,0.48611,0.5,0.8
2830,for a pop-cyber culture,0.56944,0.5,0.8
2831,of perfect black pearls clicking together to form a string,0.59722,0.7,0.7999999999999999
2832,"matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",0.33333,0.2,0.8
2833,", with longer exposition sequences between them ,",0.5,0.4,0.8
2834,making reference to other films and,0.41667,0.4499999999999999,0.7
2835,surfer-girl melodrama,0.5,0.3,0.8
2836,", I mean ,",0.5,0.5,0.8
2837,'' is the one hour and thirty-three minutes spent watching this waste of time .,0.375,0.1,0.8
2838,the members of the upper class almost as much as they love themselves,0.44444,0.3,0.8
2839,that if,0.48611,0.5,0.8
2840,"if you 're a connoisseur of psychological horror , this is your ticket .",0.86111,0.7,0.7999999999999999
2841,your face for two hours,0.34722,0.3,0.8
2842,"is ) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",0.16667,0.3,0.8
2843,blade runner than like a bottom-feeder sequel in the escape from new york series,0.31944,0.3,0.8
2844,all entertaining enough,0.73611,0.5,0.8
2845,exceedingly rare,0.66667,0.5,0.8
2846,turn his movie in an unexpected direction,0.70833,0.5,0.6000000000000001
2847,that is only mildly diverting,0.45833,0.4,0.8
2848,hose,0.51389,0.5,0.8
2849,to create something original,0.70833,0.8,0.7999999999999999
2850,anarchist maxim,0.375,0.3,0.8
2851,"lacks the kind of dynamic that Limbo offers , and in some ways is a rather indulgent piece .",0.38889,0.2,0.8
2852,packed with just as much intelligence,0.80556,0.5,0.8
2853,rollicking dark humor,0.80556,0.7,0.7999999999999999
2854,", The Sum of All Fears is simply a well-made and satisfying thriller .",0.88889,0.8,0.7999999999999999
2855,'s easily,0.5,0.5,0.8
2856,plays like a reading from bartlett 's familiar quotations,0.47222,0.3,0.8
2857,is diluted by too much stage business in the modern day .,0.31944,0.3,0.8
2858,is ripe for the Jerry Springer crowd,0.54167,0.3,0.8
2859,"of the fate of hundreds of thousands of Chinese , one which can only qualify as a terrible tragedy",0.375,0.1,0.8
2860,"may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?",0.66667,0.4,0.8
2861,"of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",0.76389,0.8,0.7999999999999999
2862,"steeped themselves in the majesty of Tolkien 's writing that every frame produces new joys ,",0.83333,0.8,0.7999999999999999
2863,"Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .",0.34722,0.3,0.8
2864,The principals in this cast are all fine,0.68056,0.7,0.7999999999999999
2865,"If H . G . Wells had a time machine and could take a look at his kin 's reworked version , what would he say ? ` It looks good , Sonny , but",0.29167,0.4,0.8
2866,a decomposition,0.33333,0.5,0.8
2867,than effectively,0.54167,0.4,0.8
2868,'s basically,0.51389,0.4,0.8
2869,this and that -- whatever fills time -- with no unified whole,0.16667,0.3,0.8
2870,targeted to the tiniest segment of an already obscure demographic,0.38889,0.2,0.8
2871,determined,0.55556,0.55,0.7000000000000001
2872,is not a mass-market entertainment but an uncompromising attempt by one artist to think about another .,0.80556,0.5,0.8
2873,"the film never recovers from the clumsy cliché of the ugly American abroad , and the too-frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability .",0.13889,0.2,0.8
2874,-- not everyone thinks poo-poo jokes are ` edgy . ',0.27778,0.3,0.8
2875,of old French cinema,0.5,0.5,0.8
2876,Samira Makhmalbaf 's new film Blackboards,0.5,0.5,0.8
2877,elude the more nationally settled,0.56944,0.3,0.8
2878,movie only,0.5,0.4,0.8
2879,"from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting",0.68056,0.5,0.8
2880,patiently,0.58333,0.5,0.8
2881,Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle 's carpets .,0.22222,0.2,0.8
2882,is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .,0.68056,0.7,0.7999999999999999
2883,seem fully aware,0.59722,0.4,0.8
2884,all is said and done,0.51389,0.5,0.8
2885,One regards Reign of Fire with awe . What a vast enterprise has been marshaled in the service of such a minute idea .,0.44444,0.3,0.8
2886,"had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop",0.5,0.7,0.7999999999999999
2887,Has no reason to exist,0.26389,0.1,0.8
2888,a period romance,0.52778,0.55,0.7000000000000001
2889,days and,0.5,0.5,0.8
2890,can only be applauded,0.83333,0.8,0.7999999999999999
2891,Snake '',0.52778,0.4,0.8
2892,the line between another classic for the company,0.58333,0.5,0.8
2893,his debut as a director,0.5,0.5,0.8
2894,the music is simply sublime .,0.93056,0.8500000000000001,0.9
2895,"allows ,",0.51389,0.5,0.8
2896,Savvy director Robert J. Siegel and his co-writers,0.68056,0.7,0.7999999999999999
2897,is definitely worth,0.66667,0.7,0.7999999999999999
2898,"a buoyant , expressive flow",0.69444,0.8,0.7999999999999999
2899,the members,0.5,0.5,0.8
2900,to Clooney fans or adventure buffs,0.625,0.5,0.8
2901,civility and,0.55556,0.5,0.8
2902,be what 's attracting audiences to Unfaithful,0.44444,0.5,0.8
2903,", Grant and Bullock 's characters are made for each other .",0.625,0.8,0.7999999999999999
2904,would be impossible to sit through,0.30556,0.1,0.8
2905,remains sporadically funny throughout,0.68056,0.5,0.8
2906,their lack of chemistry,0.375,0.2,0.8
2907,a sort of comfort food for the mind,0.81944,0.7,0.7999999999999999
2908,poetically states at one point in this movie that we '' do n't care about the truth .,0.38889,0.3,0.8
2909,the lighter-than-air adventure,0.55556,0.7,0.7999999999999999
2910,participatory spectator sport,0.68056,0.5,0.8
2911,"Plot , characters , drama , emotions , ideas",0.5,0.5,0.8
2912,the credits roll across the pat ending,0.38889,0.3,0.8
2913,"does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy",0.16667,0.2,0.8
2914,Birot 's directorial debut ( she co-wrote the script with Christophe Honoré ),0.5,0.5,0.8
2915,"the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting",0.5,0.4,0.8
2916,American homes,0.5,0.5,0.8
2917,Pompous,0.34722,0.2,0.8
2918,"A graceless ,",0.36111,0.2,0.8
2919,"just be living well because this film , unlike other Dumas adaptations , is far more likened to a treasure than a lengthy jail sentence",0.51389,0.7,0.7999999999999999
2920,Snow White and the Seven Dwarfs,0.5,0.8,0.7999999999999999
2921,marks a cinematic milestone,0.81944,0.8,0.7999999999999999
2922,are sexy,0.75,0.7,0.7999999999999999
2923,is really frustratingly timid and soggy,0.16667,0.2,0.8
2924,Shamu the killer whale,0.5,0.4,0.8
2925,One of the best silly horror movies of recent memory,0.77778,0.8,0.7999999999999999
2926,be an intelligent film about young women,0.66667,0.7,0.7999999999999999
2927,served up,0.52778,0.4499999999999999,0.7
2928,"here 's only so much anyone can do with a florid , overplotted , Anne Rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",0.22222,0.2,0.8
2929,"Instead of using George and Lucy 's most obvious differences to ignite sparks , Lawrence desperately looks elsewhere , seizing on George 's haplessness and Lucy 's personality tics .",0.27778,0.3,0.8
2930,to pro-Serb propaganda,0.44444,0.3,0.8
2931,utter turkey,0.38889,0.2,0.8
2932,Like a Tarantino movie with heart,0.84722,0.7,0.7999999999999999
2933,half-wit,0.36111,0.1,0.8
2934,"ah , what the hell",0.45833,0.3,0.8
2935,if you want to see a flick about telemarketers,0.38889,0.3,0.8
2936,that is willfully overwrought,0.30556,0.2,0.8
2937,Courtney CHASES Stuart,0.55556,0.5,0.8
2938,"a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .",0.47222,0.7,0.7999999999999999
2939,crowd,0.5,0.5,0.8
2940,were n't warned,0.5,0.2,0.8
2941,an eventual cult,0.27778,0.3,0.8
2942,"gross-out flicks , college flicks , or even flicks in general",0.36111,0.3,0.8
2943,the Baader-Meinhof Gang,0.54167,0.3,0.8
2944,cinema fans,0.61111,0.5,0.8
2945,Lacey,0.5,0.5,0.8
2946,it was n't Shakespeare whom he wanted to define his career with but Pinocchio .,0.45833,0.3,0.8
2947,Though Jones and Snipes are enthralling,0.73611,0.7,0.7999999999999999
2948,the end of the flick,0.5,0.4499999999999999,0.7
2949,The Big Chill ),0.51389,0.5,0.8
2950,of hits,0.5,0.4,0.8
2951,"Mr . Deeds is , as comedy goes , very silly",0.30556,0.4,0.8
2952,Paradiso,0.5,0.8,0.7999999999999999
2953,this doting mother,0.36111,0.8,0.7999999999999999
2954,that pleases almost everyone who sees it,0.72222,0.8,0.7999999999999999
2955,shake your head,0.29167,0.3,0.8
2956,a screenplay written by antwone fisher based on the book by antwone fisher,0.5,0.5,0.8
2957,of a self-hatred instilled,0.58333,0.1,0.8
2958,"This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged",0.16667,0.2,0.8
2959,. O .,0.5,0.5,0.8
2960,a gamble and last orders are to be embraced .,0.68056,0.5,0.8
2961,its dark soul,0.45833,0.3,0.8
2962,something vital,0.61111,0.5,0.8
2963,"'' Sorority Boys '' was funnier , and that movie was pretty bad .",0.23611,0.2,0.8
2964,capturing inner-city life,0.5,0.5,0.6000000000000001
2965,", the humor dwindles .",0.34722,0.2,0.8
2966,( visually speaking ),0.5,0.5,0.8
2967,devastating documentary on two maladjusted teens in a downward narcotized spiral . Extraordinary debut from Josh Koury,0.81944,0.3,0.8
2968,are cast adrift in various New York City locations with no unifying rhythm or visual style .,0.31944,0.2,0.8
2969,ringing,0.5,0.5,0.8
2970,Grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor .,0.77778,0.4,0.8
2971,the private existence of the Inuit people,0.47222,0.5,0.8
2972,goes out into public,0.5,0.5,0.8
2973,Strap,0.43056,0.5,0.8
2974,'s time to let your hair down -- Greek style .,0.55556,0.7,0.7999999999999999
2975,who keeps things moving well -- at least until the problematic third act,0.44444,0.4,0.8
2976,"inept , tedious spoof",0.5,0.2,0.8
2977,fish stories,0.5,0.4,0.8
2978,director M. Night Shyamalan 's,0.5,0.4499999999999999,0.7
2979,"trite , predictable rehash",0.26389,0.1,0.8
2980,narcotizing,0.5,0.2,0.8
2981,the filmmaking,0.51389,0.5,0.8
2982,so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock,0.19444,0.2,0.8
2983,shaky foundation,0.56944,0.2,0.8
2984,a totally formulaic movie,0.29167,0.2,0.8
2985,-- and timely --,0.69444,0.5,0.8
2986,a handful of quirks,0.43056,0.4499999999999999,0.7
2987,", a few too many weeping",0.38889,0.2,0.8
2988,"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",0.41667,0.3,0.8
2989,"in spite of clearly evident poverty and hardship , bring to their music",0.58333,0.4,0.8
2990,is intriguing but,0.47222,0.5,0.8
2991,burst bubble,0.44444,0.2,0.8
2992,whose fate,0.5,0.4,0.8
2993,indulge the force of humanity over hardware in a way that George Lucas has long forgotten,0.61111,0.4,0.8
2994,simple and soapy,0.70833,0.4,0.8
2995,"4 friends , 2 couples , 2000 miles , and all",0.52778,0.5,0.8
2996,another world,0.5,0.5,0.8
2997,"The people in Dogtown and Z-Boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .",0.86111,0.8,0.7999999999999999
2998,ergo this sloppy drama is an empty vessel . Leave these Flowers unpicked,0.20833,0.2,0.8
2999,The film 's trailer,0.44444,0.5,0.8
3000,been in the air onscreen,0.43056,0.4,0.8
3001,disgracefully written,0.40278,0.1,0.8
3002,contemporary comedies,0.5,0.7,0.7999999999999999
3003,was written by teenagers,0.45833,0.4,0.8
3004,'s apparently just what ( Aniston ) has always needed to grow into a movie career,0.75,0.7,0.7999999999999999
3005,"Hey , who else needs a shower ?",0.27778,0.4,0.8
3006,"A mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0.34722,0.1,0.8
3007,mostly routine,0.375,0.5,0.8
3008,"to take us on his sentimental journey of the heart . It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn",0.66667,0.4,0.8
3009,relationships that come full circle to end on a positive ( if tragic ) note,0.52778,0.7,0.7999999999999999
3010,of our seats,0.5,0.5,0.8
3011,is at 22,0.5,0.5,0.8
3012,a truly frightening situation,0.38889,0.1,0.8
3013,is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .,0.16667,0.2,0.8
3014,conflict jockey,0.44444,0.3,0.8
3015,Brave and sweetly rendered love story .,0.77778,0.8,0.7999999999999999
3016,Witch video-cam footage .,0.48611,0.4,0.8
3017,in a poorly,0.34722,0.2,0.8
3018,; others need not necessarily apply .,0.48611,0.3,0.8
3019,how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible,0.80556,0.8500000000000001,0.9
3020,"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",0.36111,0.5,0.8
3021,trounce its overly comfortable trappings,0.41667,0.3,0.8
3022,dying,0.34722,0.1,0.8
3023,Ya-Ya Sisterhood,0.5,0.55,0.7000000000000001
3024,careens from one colorful event to another without respite,0.58333,0.3,0.8
3025,this 20th anniversary edition of the film,0.625,0.5,0.8
3026,than a glass of flat champagne,0.43056,0.2,0.8
3027,Ms . Seldhal,0.51389,0.5,0.8
3028,the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing,0.55556,0.7,0.7999999999999999
3029,deserves any prizes,0.63889,0.3,0.8
3030,", protecting her cub , and he a reluctant villain ,",0.68056,0.3,0.8
3031,spirited and touching occasion,0.72222,0.8,0.7999999999999999
